,Date,Original premiere,Directors,Normalised title,Composer,Multiple bill,Season,Title_Language,Occasion,Production_Language,Dutch,German,Title_Language_GLM,Dutch_Title,German_Title
2631,1925-01-13,1913,Fé Derickx & Bernard Tokkie,De Doode Oogen,Albert D'Eugen,False,1924-1925,NL,G,German,False,True,Dutch,True,False
2632,1925-01-13,?,Fé Derickx & Bernard Tokkie,Zooals Voorheen,L. Van Dam,False,1924-1925,Unk,G,other,False,False,other,False,False
2633,1925-01-15,?,Fé Derickx & Bernard Tokkie,Jean-Marie,W. Verbeeck,False,1924-1925,Unk,N,other,False,False,other,False,False
2634,1925-01-15,1888,Fé Derickx & Bernard Tokkie,Milenka,Jan Blockx,False,1924-1925,Unk,N,other,False,False,other,False,False
2635,1925-01-15,1902,Fé Derickx & Bernard Tokkie,Winternachtsdroom,August de Boeck,False,1924-1925,NL,N,Dutch,True,False,Dutch,True,False
2636,1925-01-17,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2637,1925-01-18,?,Fé Derickx & Bernard Tokkie,Jean-Marie,W. Verbeeck,False,1924-1925,Unk,N,other,False,False,other,False,False
2638,1925-01-18,1888,Fé Derickx & Bernard Tokkie,Milenka,Jan Blockx,False,1924-1925,Unk,N,other,False,False,other,False,False
2639,1925-01-18,1902,Fé Derickx & Bernard Tokkie,Winternachtsdroom,August de Boeck,False,1924-1925,NL,N,Dutch,True,False,Dutch,True,False
2640,1925-01-18,1921,Fé Derickx & Bernard Tokkie,De Legende van Sakuntala,Franco Alfano,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2641,1925-01-18,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2642,1925-11-20,1909,Fé Derickx & Bernard Tokkie,De Gouden Haan,Nikolay Rimsky-Korsakov,False,1925-1926,NL,G,other,False,False,Dutch,True,False
2643,1925-01-22,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2644,1925-01-24,1821,Fé Derickx & Bernard Tokkie,De Vrijschutter,Carl Maria von Weber,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2645,1925-01-25,1921,Fé Derickx & Bernard Tokkie,De Legende van Sakuntala,Franco Alfano,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2646,1925-01-25,?,Fé Derickx & Bernard Tokkie,Jean-Marie,W. Verbeeck,False,1924-1925,Unk,N,other,False,False,other,False,False
2647,1925-01-25,1893,Fé Derickx & Bernard Tokkie,Hansje en Grietje,Engelbert Humperdinck,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2648,1925-01-27,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2649,1925-01-29,1821,Fé Derickx & Bernard Tokkie,De Vrijschutter,Carl Maria von Weber,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2650,1925-01-31,1921,Fé Derickx & Bernard Tokkie,De Legende van Sakuntala,Franco Alfano,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2651,1925-01-31,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2652,1925-01-31,?,Fé Derickx & Bernard Tokkie,Jean-Marie,W. Verbeeck,False,1924-1925,Unk,N,other,False,False,other,False,False
2653,1925-01-31,1888,Fé Derickx & Bernard Tokkie,Milenka,Jan Blockx,False,1924-1925,Unk,N,other,False,False,other,False,False
2654,1925-01-31,1902,Fé Derickx & Bernard Tokkie,Winternachtsdroom,August de Boeck,False,1924-1925,NL,N,Dutch,True,False,Dutch,True,False
2655,1925-02-01,1821,Fé Derickx & Bernard Tokkie,De Vrijschutter,Carl Maria von Weber,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2656,1925-02-03,1821,Fé Derickx & Bernard Tokkie,De Vrijschutter,Carl Maria von Weber,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2657,1925-02-05,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingen,Jacques Offenbach,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2658,1925-02-07,1845,Fé Derickx & Bernard Tokkie,Tannhauser,Richard Wagner,False,1924-1925,Unk,N,German,False,True,other,False,False
2659,1925-02-08,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingen,Jacques Offenbach,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2660,1925-02-08,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2661,1925-02-10,1913,Fé Derickx & Bernard Tokkie,De Doode Oogen,Albert D'Eugen,False,1924-1925,NL,G,German,False,True,Dutch,True,False
2662,1925-02-10,?,Fé Derickx & Bernard Tokkie,Jean-Marie,W. Verbeeck,False,1924-1925,Unk,G,other,False,False,other,False,False
2663,1925-02-11,1921,Fé Derickx & Bernard Tokkie,De Legende van Sakuntala,Franco Alfano,False,1924-1925,NL,G,other,False,False,Dutch,True,False
2664,1925-02-14,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1924-1925,Unk,G,other,False,False,other,False,False
2665,1925-02-15,1913,Fé Derickx & Bernard Tokkie,De Doode Oogen,Albert D'Eugen,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2666,1925-02-15,?,Fé Derickx & Bernard Tokkie,Dansenreeks,?,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2667,1925-02-15,1909,Fé Derickx & Bernard Tokkie,De Gouden Haan,Nikolay Rimsky-Korsakov,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2668,1925-02-17,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1924-1925,Unk,N,other,False,False,other,False,False
2669,1925-02-19,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1924-1925,Unk,N,other,False,False,other,False,False
2670,1925-02-21,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingen,Jacques Offenbach,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2671,1925-02-22,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,1924-1925,NL,N,Dutch,True,False,Dutch,True,False
2672,1925-02-22,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1924-1925,Unk,N,other,False,False,other,False,False
2673,1925-02-23,1893,Fé Derickx & Bernard Tokkie,Hansje en Grietje,Engelbert Humperdinck,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2674,1925-01-23,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,False,1924-1925,Unk,N,other,False,False,other,False,False
2675,1925-02-24,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1924-1925,Unk,N,other,False,False,other,False,False
2676,1925-02-26,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1924-1925,Unk,N,other,False,False,other,False,False
2677,1925-02-28,1786,Fé Derickx & Bernard Tokkie,Figaro's Bruiloft,Wolfgang Amadeus Mozart,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2678,1925-03-01,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1924-1925,Unk,N,other,False,False,other,False,False
2679,1925-03-01,1821,Fé Derickx & Bernard Tokkie,De Vrijschutter,Carl Maria von Weber,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2680,1925-03-01,1900,Fé Derickx & Bernard Tokkie,Phoebé,André Gédalge,False,1924-1925,Unk,N,other,False,False,other,False,False
2681,1925-03-03,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1924-1925,Unk,N,other,False,False,other,False,False
2682,1925-03-05,1786,Fé Derickx & Bernard Tokkie,Figaro's Bruiloft,Wolfgang Amadeus Mozart,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2683,1925-03-07,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1924-1925,Unk,N,other,False,False,other,False,False
2684,1925-03-08,1786,Fé Derickx & Bernard Tokkie,Figaro's Bruiloft,Wolfgang Amadeus Mozart,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2685,1925-03-08,1920,Fé Derickx & Bernard Tokkie,De Drie Houten Poppen,Michel-Maurice Lévy,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2686,1925-03-08,1913,Fé Derickx & Bernard Tokkie,De Doode Oogen,Albert D'Eugen,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2687,1925-03-10,1899,Fé Derickx & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,1924-1925,Unk,G,Dutch,True,False,other,False,False
2688,1925-03-10,1920,Fé Derickx & Bernard Tokkie,De Drie Houten Poppen,Michel-Maurice Lévy,False,1924-1925,NL,G,other,False,False,Dutch,True,False
2689,1925-03-12,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1924-1925,Unk,N,other,False,False,other,False,False
2690,1925-03-14,1881,Fé Derickx & Bernard Tokkie,Hoffmann's Vertellingen,Jacques Offenbach,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2691,1925-03-15,1921,Fé Derickx & Bernard Tokkie,De Legende van Sakuntala,Franco Alfano,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2692,1925-03-15,1786,Fé Derickx & Bernard Tokkie,Figaro's Bruiloft,Wolfgang Amadeus Mozart,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2693,1925-03-17,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1924-1925,Unk,G,other,False,False,other,False,False
2694,1925-03-17,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,1924-1925,NL,G,German,False,True,Dutch,True,False
2695,1925-03-19,1821,Fé Derickx & Bernard Tokkie,De Vrijschutter,Carl Maria von Weber,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2696,1925-03-21,1922,Fé Derickx & Bernard Tokkie,Stepan,Ebbe Hamerik,False,1924-1925,Unk,N,other,False,False,other,False,False
2697,1925-03-22,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,1924-1925,NL,N,Dutch,True,False,Dutch,True,False
2698,1925-03-22,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1924-1925,Unk,N,other,False,False,other,False,False
2699,1925-03-26,1922,Fé Derickx & Bernard Tokkie,Stepan,Ebbe Hamerik,False,1924-1925,Unk,N,other,False,False,other,False,False
2700,1925-03-28,?,Fé Derickx & Bernard Tokkie,Jean-Marie,W. Verbeeck,False,1924-1925,Unk,N,other,False,False,other,False,False
2701,1925-03-28,1888,Fé Derickx & Bernard Tokkie,Milenka,Jan Blockx,False,1924-1925,Unk,N,other,False,False,other,False,False
2702,1925-03-28,1902,Fé Derickx & Bernard Tokkie,Winternachtsdroom,August de Boeck,False,1924-1925,NL,N,Dutch,True,False,Dutch,True,False
2703,1925-03-29,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1924-1925,Unk,N,other,False,False,other,False,False
2704,1925-03-29,?,Fé Derickx & Bernard Tokkie,Zooals Voorheen,L. Van Dam,False,1924-1925,Unk,N,other,False,False,other,False,False
2705,1925-03-29,1922,Fé Derickx & Bernard Tokkie,Stepan,Ebbe Hamerik,False,1924-1925,Unk,N,other,False,False,other,False,False
2706,1925-03-31,1860,Fé Derickx & Bernard Tokkie,Tristan en Isolde,Richard Wagner,False,1924-1925,NL,G,German,False,True,Dutch,True,False
2707,1925-04-02,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1924-1925,Unk,N,other,False,False,other,False,False
2708,1925-04-04,1913,Fé Derickx & Bernard Tokkie,De Doode Oogen,Albert D'Eugen,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2709,1925-04-04,1924,Fé Derickx & Bernard Tokkie,Poppenliefde,James Ensor,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2710,1925-04-05,1922,Fé Derickx & Bernard Tokkie,Stepan,Ebbe Hamerik,False,1924-1925,Unk,N,other,False,False,other,False,False
2711,1925-04-05,1875,Fé Derickx & Bernard Tokkie,Carmen,Georges Bizet,False,1924-1925,Unk,N,other,False,False,other,False,False
2712,1925-04-07,1896,Fé Derickx & Bernard Tokkie,Herbergprinses,Jan Blockx,False,1924-1925,NL,N,Dutch,True,False,Dutch,True,False
2713,1925-04-07,1924,Fé Derickx & Bernard Tokkie,Poppenliefde,James Ensor,False,1924-1925,NL,N,other,False,False,Dutch,True,False
2714,1925-04-09,1845,Fé Derickx & Bernard Tokkie,Tannhauser,Richard Wagner,False,1924-1925,Unk,N,German,False,True,other,False,False
2715,1925-04-12,1845,Fé Derickx & Bernard Tokkie,Tannhauser,Richard Wagner,False,1924-1925,Unk,N,German,False,True,other,False,False
2716,1925-04-11,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,1924-1925,Unk,N,German,False,True,other,False,False
2717,1925-04-19,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,1924-1925,Unk,N,German,False,True,other,False,False
2718,1925-04-13,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,1924-1925,Unk,N,German,False,True,other,False,False
2719,1925-04-21,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,1924-1925,Unk,N,German,False,True,other,False,False
2720,1925-04-16,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,1924-1925,Unk,N,German,False,True,other,False,False
2721,1925-04-23,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,1924-1925,Unk,N,German,False,True,other,False,False
2722,1925-04-18,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,1924-1925,Unk,N,German,False,True,other,False,False
2723,1925-04-26,1848,Fé Derickx & Bernard Tokkie,De Ring des Nevelings,Richard Wagner,False,1924-1925,Unk,N,German,False,True,other,False,False
2724,1925-04-11,1869,Fé Derickx & Bernard Tokkie,Het Rijngoud,Richard Wagner,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2725,1925-04-19,1869,Fé Derickx & Bernard Tokkie,Het Rijngoud,Richard Wagner,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2726,1925-04-13,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2727,1925-04-21,1874,Fé Derickx & Bernard Tokkie,De Walkure,Richard Wagner,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2728,1925-04-16,1871,Fé Derickx & Bernard Tokkie,Siegfried,Richard Wagner,False,1924-1925,Unk,N,German,False,True,other,False,False
2729,1925-04-23,1871,Fé Derickx & Bernard Tokkie,Siegfried,Richard Wagner,False,1924-1925,Unk,N,German,False,True,other,False,False
2730,1925-04-18,1876,Fé Derickx & Bernard Tokkie,Götterdämmerung,Richard Wagner,False,1924-1925,DUI,N,German,False,True,German,False,True
2731,1925-04-26,1876,Fé Derickx & Bernard Tokkie,Götterdämmerung,Richard Wagner,False,1924-1925,DUI,N,German,False,True,German,False,True
2732,1925-04-12,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,1924-1925,NL,N,German,False,True,Dutch,True,False
2733,1925-04-14,1922,Fé Derickx & Bernard Tokkie,Stepan,Ebbe Hamerik,False,1924-1925,Unk,N,other,False,False,other,False,False
2734,1925-04-19,1899,Fé Derickx & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,1924-1925,Unk,N,Dutch,True,False,other,False,False
2735,1925-04-25,1899,Fé Derickx & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,1924-1925,Unk,G,Dutch,True,False,other,False,False
2736,1925-04-28,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1924-1925,Unk,N,other,False,False,other,False,False
2737,1925-04-30,1845,Fé Derickx & Bernard Tokkie,Tannhauser,Richard Wagner,False,1924-1925,Unk,N,German,False,True,other,False,False
2738,1925-09-15,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,1925-1926,NL,G,German,False,True,Dutch,True,False
2739,1925-09-17,1901,Fé Derickx & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,1925-1926,NL,N,Dutch,True,False,Dutch,True,False
2740,1925-09-17,?,Fé Derickx & Bernard Tokkie,Het Maagdelijk Woud,André Illiashenko,False,1925-1926,NL,N,other,False,False,Dutch,True,False
2741,1925-09-19,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2742,1925-09-20,1901,Fé Derickx & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,1925-1926,NL,N,Dutch,True,False,Dutch,True,False
2743,1925-09-20,?,Fé Derickx & Bernard Tokkie,Het Maagdelijk Woud,André Illiashenko,False,1925-1926,NL,N,other,False,False,Dutch,True,False
2744,1925-09-22,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2745,1925-09-24,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2746,1925-09-26,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2747,1925-09-27,1901,Fé Derickx & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,1925-1926,NL,N,Dutch,True,False,Dutch,True,False
2748,1925-09-27,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2749,1925-09-29,1901,Fé Derickx & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,1925-1926,NL,N,Dutch,True,False,Dutch,True,False
2750,1925-09-29,?,Fé Derickx & Bernard Tokkie,Het Maagdelijk Woud,André Illiashenko,False,1925-1926,NL,N,other,False,False,Dutch,True,False
2751,1925-10-01,1903,Fé Derickx & Bernard Tokkie,Laagland,Albert D'Eugen,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2752,1925-10-03,1901,Fé Derickx & Bernard Tokkie,De Bruid der Zee,Jan Blockx,False,1925-1926,NL,N,Dutch,True,False,Dutch,True,False
2753,1925-10-03,?,Fé Derickx & Bernard Tokkie,Het Maagdelijk Woud,André Illiashenko,False,1925-1926,NL,N,other,False,False,Dutch,True,False
2754,1925-10-04,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2755,1925-10-04,1903,Fé Derickx & Bernard Tokkie,Laagland,Albert D'Eugen,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2756,1924-10-06,1903,Fé Derickx & Bernard Tokkie,Laagland,Albert D'Eugen,False,1924-1925,NL,G,German,False,True,Dutch,True,False
2757,1925-10-08,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1925-1926,Unk,G,other,False,False,other,False,False
2758,1925-10-10,1903,Fé Derickx & Bernard Tokkie,Laagland,Albert D'Eugen,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2759,1925-10-10,?,Fé Derickx & Bernard Tokkie,Het Maagdelijk Woud,André Illiashenko,False,1925-1926,NL,N,other,False,False,Dutch,True,False
2760,1925-10-11,1899,Fé Derickx & Bernard Tokkie,Quinten Massijs,Emile Wambach,False,1925-1926,Unk,N,Dutch,True,False,other,False,False
2761,1925-10-11,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2762,1925-10-13,1903,Fé Derickx & Bernard Tokkie,Laagland,Albert D'Eugen,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2763,1925-10-15,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2764,1925-10-17,1843,Fé Derickx & Bernard Tokkie,De Vliegende Hollander,Richard Wagner,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2765,1925-10-18,1898,Fé Derickx & Bernard Tokkie,Sadko,Nikolay Rimsky-Korsakov,False,1925-1926,Unk,N,other,False,False,other,False,False
2766,1925-10-18,1791,Fé Derickx & Bernard Tokkie,De Tooverfluit,Wolfgang Amadeus Mozart,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2767,1925-10-20,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2768,1925-10-21,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2769,1925-10-22,1843,Fé Derickx & Bernard Tokkie,De Vliegende Hollander,Richard Wagner,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2770,1925-10-24,?,Fé Derickx & Bernard Tokkie,Marieke van Nijmegem,P. Franz Uyttenhove,False,1925-1926,NL,G,Dutch,True,False,Dutch,True,False
2771,1925-10-25,?,Fé Derickx & Bernard Tokkie,Marieke van Nijmegem,P. Franz Uyttenhove,False,1925-1926,NL,G,Dutch,True,False,Dutch,True,False
2772,1925-10-25,1843,Fé Derickx & Bernard Tokkie,De Vliegende Hollander,Richard Wagner,False,1925-1926,NL,N,German,False,True,Dutch,True,False
2773,1925-10-27,?,Fé Derickx & Bernard Tokkie,Marieke van Nijmegem,P. Franz Uyttenhove,False,1925-1926,NL,N,Dutch,True,False,Dutch,True,False
2774,1925-10-29,1868,Fé Derickx & Bernard Tokkie,De Meesterzangers van Nurenberg,Richard Wagner,False,1925-1926,NL,N,German,False,True,Dutch,True,False
